Gene,Diplotype,Phenotype_CPIC_Format,Phenotype_Simplified,Phenotype_Category,Activity_Score,EHR_Priority
CYP2C9,*24/*67,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*24/*68,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*24/*69,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*24/*70,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*24/*71,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*24/*72,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*24/*73,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*24/*74,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*24/*75,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*25,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.0,Abnormal/Priority/High Risk
CYP2C9,*25/*26,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*25/*27,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*28,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*25/*29,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*25/*30,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*25/*31,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*25/*32,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*33,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.0,Abnormal/Priority/High Risk
CYP2C9,*25/*34,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*35,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.0,Abnormal/Priority/High Risk
CYP2C9,*25/*36,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*37,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*25/*38,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*25/*39,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.0,Abnormal/Priority/High Risk
CYP2C9,*25/*40,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*41,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*42,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.0,Abnormal/Priority/High Risk
CYP2C9,*25/*43,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.0,Abnormal/Priority/High Risk
CYP2C9,*25/*44,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*25/*45,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.0,Abnormal/Priority/High Risk
CYP2C9,*25/*46,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*25/*47,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*48,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*49,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*50,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*25/*51,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*52,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.0,Abnormal/Priority/High Risk
CYP2C9,*25/*53,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*54,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*55,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*25/*56,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*57,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*58,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*59,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*60,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*61,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*25/*62,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*63,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*64,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*65,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*66,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*67,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*68,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*69,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*70,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*71,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*72,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*73,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*74,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*25/*75,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*26,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*26/*27,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*28,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*26/*29,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*26/*30,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*26/*31,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*26/*32,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*33,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*26/*34,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*35,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*26/*36,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*37,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*26/*38,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*26/*39,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*26/*40,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*41,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*42,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*26/*43,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*26/*44,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*26/*45,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*26/*46,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*26/*47,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*48,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*49,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*50,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*26/*51,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*52,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*26/*53,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*54,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*55,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*26/*56,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*57,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*58,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*59,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*60,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*61,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*26/*62,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*63,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*64,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*65,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*66,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*67,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*68,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*69,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*70,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*71,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*72,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*73,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*74,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*26/*75,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*27,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*28,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*29,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*30,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*31,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*32,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*33,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*34,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*35,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*36,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*37,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*38,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*39,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*40,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*41,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*42,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*43,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*44,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*45,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*46,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*47,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*48,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*49,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*50,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*51,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*52,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*53,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*54,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*55,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*56,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*57,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*58,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*59,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*60,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*61,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*62,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*63,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*64,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*65,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*66,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*67,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*68,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*69,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*70,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*71,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*72,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*73,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*74,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*27/*75,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*28,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*28/*29,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*28/*30,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*28/*31,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*28/*32,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*33,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*28/*34,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*35,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*28/*36,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*37,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*28/*38,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*28/*39,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*28/*40,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*41,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*42,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*28/*43,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*28/*44,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*28/*45,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*28/*46,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*28/*47,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*48,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*49,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*50,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*28/*51,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*52,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*28/*53,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*54,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*55,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*28/*56,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*57,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*58,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*59,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*60,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*61,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*28/*62,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*63,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*64,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*65,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*66,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*67,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*68,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*69,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*70,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*71,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*72,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*73,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*74,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*28/*75,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*29,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*29/*30,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*29/*31,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*29/*32,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*33,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*29/*34,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*35,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*29/*36,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*37,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*29/*38,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*29/*39,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*29/*40,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*41,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*42,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*29/*43,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*29/*44,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*29/*45,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*29/*46,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*29/*47,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*48,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*49,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*50,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*29/*51,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*52,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*29/*53,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*54,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*55,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*29/*56,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*57,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*58,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*59,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*60,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*61,CYP2C9 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,1.0,Abnormal/Priority/High Risk
CYP2C9,*29/*62,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*63,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*64,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*65,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*66,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*67,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*68,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*69,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*70,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*71,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*72,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*73,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*74,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*29/*75,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*3/*10,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*3/*11,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*3/*12,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*3/*13,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.0,Abnormal/Priority/High Risk
CYP2C9,*3/*14,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*3/*15,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.0,Abnormal/Priority/High Risk
CYP2C9,*3/*16,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*3/*17,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*3/*18,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*3/*19,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*3/*20,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*3/*21,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*3/*22,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*3/*23,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*3/*24,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.0,Abnormal/Priority/High Risk
CYP2C9,*3/*25,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.0,Abnormal/Priority/High Risk
CYP2C9,*3/*26,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*3/*27,CYP2C9 Indeterminate,Indeterminate,Indeterminate,,none
CYP2C9,*3/*28,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
CYP2C9,*3/*29,CYP2C9 Poor Metabolizer,Poor Metabolizer,Poor,0.5,Abnormal/Priority/High Risk
